1876; 1; 1; 0.8544936951314701
1971; 1; 1; 0.5803157347876556
abroad; 1; 1; 0.8222892067847032
appear; 1; 1; 0.4198365193488536
attempt; 1; 1; 0.3687778306970798
biographi; 1; 1; 0.8960410238018828
briefli; 1; 1; 0.5476238934790416
classif; 1; 1; 0.39770819945148717
continu; 1; 1; 0.4525880781185315
countri; 1; 1; 0.5050223800610358
ddc; 1; 2; 1.6445784135694064
decim; 1; 1; 0.6847531315119314
describ; 1; 1; 0.2684425923336627
detail; 1; 1; 0.396360509759925
dewey; 1; 2; 1.3924843759692367
edit; 1; 3; 1.5434905250073216
eighteenth; 1; 1; 1.0548834053114322
first; 1; 2; 0.6544924553504559
full; 1; 1; 0.5518486226157127
futur; 1; 1; 0.41355380370476436
growth; 1; 1; 0.46334098764543336
healthi; 1; 1; 1.0548834053114322
histori; 1; 2; 1.0040102629192762
howev; 1; 1; 0.38361773541777194
in; 1; 1; 0.26147033608297954
librarianship; 1; 1; 0.5020051314596381
life; 1; 1; 0.5751482999558801
long; 1; 1; 0.5856818204845795
need; 1; 1; 0.27984552261835594
never; 1; 1; 0.6642335870861669
present; 1; 1; 0.25067465580749754
provid; 1; 1; 0.27884757187500014
publish; 1; 1; 0.3754083305224254
spite; 1; 1; 0.7737773579430086
spur; 1; 1; 0.8960410238018828
stori; 1; 1; 0.8544936951314701
studi; 1; 1; 0.2409197779423452
system; 1; 1; 0.19906587015303578
the; 1; 2; 0.2597672412378274
there; 1; 1; 0.45678549567998294
told; 1; 1; 0.8544936951314701
work; 1; 1; 0.280852766321328
48; 10; 1; 0.6408702713486026
a; 10; 1; 0.1757006859723155
about; 10; 1; 0.6408702713486026
academ; 10; 1; 0.32371543319373297
access; 10; 3; 0.9916644710504394
acquir; 10; 1; 0.4523533287526973
all; 10; 1; 0.44780566480785056
articl; 10; 1; 0.2710997209977043
augment; 10; 1; 0.565909017147027
avail; 10; 1; 0.2807087921539409
base; 10; 1; 0.21452546006684117
bulk; 10; 1; 0.6720307678514121
center; 10; 1; 0.3211076834611299
collect; 10; 2; 0.4776508823991736
commun; 10; 1; 0.24206765788028858
comprehens; 10; 1; 0.38835516056756225
confin; 10; 1; 0.6408702713486026
consider; 10; 1; 0.30789260137312785
coverag; 10; 1; 0.4205289874046805
deliveri; 10; 1; 0.541829333687044
depend; 10; 1; 0.37876678504577693
design; 10; 1; 0.2372485434707448
develop; 10; 2; 0.34900984390193474
evalu; 10; 1; 0.2576836542440421
exclud; 10; 1; 0.5315549968923262
featur; 10; 1; 0.38835516056756225
focus; 10; 1; 0.47280364326101587
follow; 10; 1; 0.29930273014782294
form; 10; 1; 0.25134875797167655
improv; 10; 2; 0.5790982228231565
includ; 10; 1; 0.24600859492370897
initi; 10; 1; 0.3858726312518304
interlibrari; 10; 2; 1.131818034294054
irrespect; 10; 1; 0.6720307678514121
journal; 10; 2; 0.5318488442883681
languag; 10; 1; 0.28502496917164327
librari; 10; 2; 0.28941051266901424
literatur; 10; 1; 0.22834905282657658
loan; 10; 4; 2.022369447844795
long-rang; 10; 1; 0.6167169050885274
made; 10; 1; 0.2260331778347396
major; 10; 1; 0.2630935418412906
materi; 10; 2; 0.5682913588860038
medicin; 10; 1; 0.43523680109074175
nation; 10; 2; 0.551559626772857
need; 10; 1; 0.20988414196376698
percent; 10; 1; 0.4434466112452984
period; 10; 4; 1.158196445646313
photocopi; 10; 2; 1.083658667374088
physic; 10; 1; 0.3305548236834798
plan; 10; 1; 0.30243458990352545
possibl; 10; 1; 0.24206765788028858
primarili; 10; 1; 0.383448789942359
purpos; 10; 1; 0.26592442214418405
rapid; 10; 1; 0.3858726312518304
recommend; 10; 1; 0.38835516056756225
request; 10; 1; 0.3348983477008355
resourc; 10; 1; 0.34258912175998724
restrict; 10; 1; 0.44780566480785056
satisfi; 10; 2; 0.841057974809361
servic; 10; 2; 0.421279149481992
store; 10; 1; 0.4205289874046805
studi; 10; 2; 0.3613796669135178
subject; 10; 1; 0.21902351720736699
system; 10; 2; 0.2985988052295537
the; 10; 2; 0.19482543092837057
thi; 10; 1; 0.1542444452386414
user; 10; 1; 0.2198682542528137
without; 10; 1; 0.3379036103833587
worthwhil; 10; 1; 0.6408702713486026
2050; 100; 1; 1.0548834053114322
anticip; 100; 1; 0.6962421879846183
appear; 100; 1; 0.4198365193488536
badli; 100; 1; 1.0548834053114322
becam; 100; 1; 0.6230772399103254
becom; 100; 1; 0.41052346849750376
bring; 100; 1; 0.5653550045642038
but; 100; 1; 0.5211989451745116
centuri; 100; 1; 0.5751482999558801
choic; 100; 1; 0.5562062816055813
clan; 100; 1; 1.0548834053114322
come; 100; 1; 0.5435243827700575
condit; 100; 1; 0.524677089242573
could; 100; 1; 0.4150960947322351
cultiv; 100; 1; 0.9546391256526201
destruct; 100; 1; 0.7959942399738218
doubtless; 100; 1; 0.9546391256526201
enough; 100; 1; 0.6463105246445584
even; 100; 1; 0.41665702036024965
field; 100; 1; 0.31495066421108514
find; 100; 1; 0.3824115063444025
forev; 100; 1; 1.0548834053114322
futur; 100; 1; 0.41355380370476436
go; 100; 1; 0.5970742197438007
great; 100; 1; 0.46111978462748693
guess; 100; 1; 0.9546391256526201
histori; 100; 1; 0.5020051314596381
historian; 100; 3; 2.263636068588108
identifi; 100; 1; 0.4182370127795794
inquiri; 100; 1; 0.57016556661774
institut; 100; 1; 0.3824115063444025
larg; 100; 1; 0.3234932361033368
littl; 100; 1; 0.4961643865823587
long; 100; 1; 0.5856818204845795
loom; 100; 1; 1.0548834053114322
mankind; 100; 1; 0.8544936951314701
may; 100; 1; 0.3163313912943264
might; 100; 1; 0.4702352540735474
note; 100; 1; 0.5518486226157127
observ; 100; 2; 1.0162159907696788
one; 100; 2; 0.4953678853366834
present; 100; 1; 0.25067465580749754
present-day; 100; 1; 0.8222892067847032
process; 100; 1; 0.3038410515096021
promis; 100; 1; 0.6642335870861669
remain; 100; 1; 0.5319094055822124
safe; 100; 1; 0.8222892067847032
say; 100; 1; 0.6031377716702631
scienc; 100; 3; 0.8234034535319934
scientist; 100; 1; 0.37769940797553936
scrambl; 100; 1; 1.0548834053114322
seem; 100; 1; 0.4407397649113064
sens; 100; 1; 0.524677089242573
social; 100; 2; 0.7553988159510787
sociolog; 100; 2; 1.2062755433405261
sociologist; 100; 1; 0.7224391115827253
somewher; 100; 1; 1.0548834053114322
strang; 100; 1; 0.8960410238018828
suggest; 100; 1; 0.349865828296361
surviv; 100; 1; 0.7375930954503105
take; 100; 1; 0.46111978462748693
they; 100; 2; 1.1036972452314253
time; 100; 1; 0.3057245250103019
treat; 100; 1; 0.5607053165395739
trevelyan; 100; 1; 1.0548834053114322
twentieth; 100; 1; 0.8544936951314701
valu; 100; 1; 0.4182370127795794
we; 100; 1; 0.4505381471778116
well; 100; 1; 0.36248459067120486
when; 100; 1; 0.5562062816055813
work; 100; 1; 0.280852766321328
world; 100; 2; 0.905176156237063
write; 100; 1; 0.5476238934790416
aacr; 1000; 2; 1.2334338101770548
agreement; 1000; 1; 0.5055923619611987
altern; 1000; 1; 0.3989320541866594
anglo-american; 1000; 1; 0.5969956799803664
