18; 1; 1; 0.5969956799803664
1876,; 1; 1; 0.7911625539835742
1971,; 1; 1; 0.6408702713486026
abroad.; 1; 1; 0.7159793442394651
appear; 1; 1; 0.3224028821352593
attempt; 1; 1; 0.2807087921539409
biographi; 1; 1; 0.7159793442394651
briefli; 1; 1; 0.4523533287526973
classif; 1; 1; 0.30567212679365585
classification.; 1; 1; 0.5531948215877329
continu; 1; 1; 0.3458398384706152
countri; 1; 1; 0.4205289874046805
ddc; 1; 1; 0.7159793442394651
ddc'; 1; 1; 0.7159793442394651
decim; 1; 2; 0.9963503806292503
describ; 1; 1; 0.22929339375772642
detail; 1; 1; 0.32504578558181585
dewey; 1; 3; 1.625488001061132
edit; 1; 4; 1.5847370258217803
eighteenth; 1; 1; 0.7911625539835742
first; 1; 2; 0.5101914047747943
full; 1; 1; 0.4240162534231529
futur; 1; 1; 0.32639440585367546
growth; 1; 1; 0.35267644055516056
healthi; 1; 1; 0.7911625539835742
histori; 1; 2; 0.7923685129108902
however,; 1; 1; 0.29930273014782294
librarianship; 1; 1; 0.4046572731902888
life,; 1; 1; 0.5803330184572565
long; 1; 1; 0.4434466112452984
needed.; 1; 1; 0.5969956799803664
never; 1; 1; 0.49817519031462515
present; 1; 1; 0.20269526905072088
provid; 1; 1; 0.21334018221285547
publish; 1; 1; 0.2982811495886154
spite; 1; 1; 0.5803330184572565
spur; 1; 1; 0.6720307678514121
stori; 1; 1; 0.6720307678514121
studi; 1; 1; 0.18829109951361733
system,; 1; 1; 0.36389076460559944
told.; 1; 1; 0.7911625539835742
work; 1; 1; 0.22467349864892466
48; 10; 1; 0.572783475391572
academ; 10; 1; 0.25190191160931213
access; 10; 4; 1.0623410150922534
acquiring,; 10; 1; 0.572783475391572
articles.; 10; 1; 0.47759654398429313
augment; 10; 1; 0.45272721371762165
avail; 10; 1; 0.23862491967089233
base; 10; 1; 0.17454982622826454
bulk; 10; 1; 0.572783475391572
center; 10; 1; 0.270322888306687
collect; 10; 2; 0.40612670323364236
community,; 10; 1; 0.4933735240708219
comprehens; 10; 1; 0.30869810500146433
confin; 10; 1; 0.5126962170788821
consider; 10; 1; 0.2538575667374149
coverag; 10; 1; 0.3782429146088127
deliveri; 10; 1; 0.44255585727018637
depend; 10; 1; 0.3067590319538872
design; 10; 1; 0.19498801632157456
develop,; 10; 1; 0.572783475391572
developed,; 10; 1; 0.44255585727018637
evaluate,; 10; 1; 0.572783475391572
exclud; 10; 1; 0.45272721371762165
featur; 10; 1; 0.312719367104707
focus; 10; 1; 0.3782429146088127
following:; 10; 1; 0.5126962170788821
form; 10; 1; 0.21567282696680917
improv; 10; 2; 0.4618027869004035
includ; 10; 1; 0.2061469233952337
initially,; 10; 1; 0.6329300431868594
interlibrari; 10; 2; 0.8669269338992704
irrespect; 10; 1; 0.5376246142811297
journal; 10; 2; 0.4438303213691832
language.; 10; 1; 0.4108518789071589
librari; 10; 1; 0.11700194402807498
library.; 10; 1; 0.342099339970644
literature.; 10; 1; 0.3929932749662196
loan; 10; 4; 1.6434075156286356
long-rang; 10; 1; 0.5126962170788821
made; 10; 1; 0.1861467550572604
major; 10; 1; 0.211034443852784
materials,; 10; 1; 0.41774531279077104
materials.; 10; 1; 0.45272721371762165
medicine.; 10; 1; 0.4933735240708219
nation; 10; 2; 0.44913406744630546
need; 10; 1; 0.17831527029145175
percent; 10; 1; 0.36568510456422065
period; 10; 5; 1.2183231608651968
photocopi; 10; 1; 0.44255585727018637
photocopies.; 10; 1; 0.6329300431868594
physic; 10; 1; 0.2793598758084463
plan; 10; 1; 0.2538575667374149
possibl; 10; 1; 0.2035681656993661
primarili; 10; 1; 0.312719367104707
purpos; 10; 1; 0.22731654355440153
rapid,; 10; 1; 0.572783475391572
recommend; 10; 1; 0.31914564334932755
request; 10; 1; 0.2835687555993049
resourc; 10; 1; 0.2960013885914301
resources.; 10; 1; 0.44255585727018637
restrict; 10; 1; 0.35824453184628047
satisfi; 10; 2; 0.6963788817451868
servic; 10; 2; 0.3609240202272771
storing,; 10; 1; 0.572783475391572
studi; 10; 2; 0.3012657592217878
subject; 10; 1; 0.1838156184752148
system; 10; 2; 0.2496629526590117
user; 10; 1; 0.19498801632157456
without; 10; 1; 0.270322888306687
worthwhil; 10; 1; 0.5376246142811297
(and; 100; 1; 0.5803330184572565
-; 100; 2; 0.4765932368523161
2050; 100; 1; 0.7911625539835742
anticip; 100; 1; 0.5531948215877329
appear; 100; 1; 0.3224028821352593
badli; 100; 1; 0.7911625539835742
becam; 100; 1; 0.46730792993274406
becom; 100; 1; 0.30789260137312785
bring; 100; 1; 0.4240162534231529
centuri; 100; 1; 0.45710638070527576
chapter; 100; 1; 0.3810809965386296
choic; 100; 1; 0.43136122496691015
clan; 100; 1; 0.7911625539835742
come; 100; 1; 0.4107179201092812
condit; 100; 1; 0.4205289874046805
could; 100; 1; 0.3113220710491763
cultiv; 100; 1; 0.7159793442394651
destruct; 100; 1; 0.5969956799803664
discovery:; 100; 1; 0.7911625539835742
doubtless; 100; 1; 0.7159793442394651
enough; 100; 1; 0.5135648486339486
even; 100; 1; 0.3148773895116402
field; 100; 1; 0.2557357341428407
find; 100; 1; 0.29142130469584515
forev; 100; 1; 0.7911625539835742
futur; 100; 1; 0.32639440585367546
go; 100; 1; 0.44780566480785056
great; 100; 1; 0.34420124825492365
guess; 100; 1; 0.7159793442394651
histori; 100; 1; 0.3961842564554451
historian; 100; 2; 1.1939913599607328
historians); 100; 1; 0.7911625539835742
identifi; 100; 1; 0.3277617791053763
inquiry,; 100; 1; 0.6408702713486026
institut; 100; 1; 0.31249276527018727
larg; 100; 1; 0.24206765788028858
littl; 100; 1; 0.36792357206027226
long; 100; 1; 0.4434466112452984
loom; 100; 1; 0.7911625539835742
mankind; 100; 1; 0.7911625539835742
may; 100; 1; 0.2372485434707448
might,; 100; 1; 0.7911625539835742
note; 100; 1; 0.44780566480785056
observ; 100; 1; 0.3989320541866594
observations.; 100; 1; 0.7911625539835742
one; 100; 2; 0.38419570654724366
present; 100; 1; 0.20269526905072088
present-day; 100; 1; 0.6167169050885274
prioriti; 100; 1; 0.5531948215877329
process; 100; 1; 0.24953272885556851
promis; 100; 1; 0.4912415937077745
remain; 100; 1; 0.4107179201092812
safe; 100; 1; 0.6167169050885274
say; 100; 1; 0.5055923619611987
scienc; 100; 4; 0.8677941672311207
scientif; 100; 1; 0.22158386572201916
scientist; 100; 1; 0.2952804383285037
scrambled.; 100; 1; 0.7911625539835742
seem; 100; 1; 0.33342921049479646
sens; 100; 1; 0.4076432870775432
social; 100; 2; 0.5531667460456198
sociolog; 100; 2; 0.9047066575053946
sociologist; 100; 1; 0.6167169050885274
sociology.; 100; 1; 0.7911625539835742
somewher; 100; 1; 0.7911625539835742
strang; 100; 1; 0.6720307678514121
suggest; 100; 1; 0.2765833730228099
survival.; 100; 1; 0.7911625539835742
take; 100; 1; 0.34420124825492365
themselves,; 100; 1; 0.565909017147027
time.; 100; 1; 0.5315549968923262
treat; 100; 1; 0.4205289874046805
trevelyan; 100; 1; 0.7911625539835742
twentieth; 100; 1; 0.6408702713486026
valu; 100; 1; 0.32371543319373297
was,; 100; 1; 0.6408702713486026
well; 100; 1; 0.2773939508557395
work,; 100; 1; 0.43136122496691015
world; 100; 2; 0.7817984177617674
write; 100; 1; 0.43136122496691015
"title"; 1000; 1; 0.6329300431868594
(aacr); 1000; 1; 0.6329300431868594
aacr,; 1000; 1; 0.572783475391572
agreement; 1000; 1; 0.4108518789071589
altern; 1000; 1; 0.3214040152552115
anglo-american; 1000; 1; 0.45272721371762165
argument; 1000; 1; 0.425243997513861
attempt; 1000; 1; 0.22456703372315273
authorship; 1000; 1; 0.5126962170788821
bibliograph; 1000; 1; 0.20936837437057904
catalog; 1000; 2; 0.4788843682365167
code; 1000; 1; 0.3067590319538872
compar; 1000; 1; 0.22389516818135957
concept; 1000; 2; 0.42433346539685585
data; 1000; 1; 0.158939075745823
definit; 1000; 1; 0.29270968950607773
described..; 1000; 1; 0.3048647972309037
descript; 1000; 1; 0.24194767192282038
entri; 1000; 2; 0.625438734209414
identifi; 1000; 1; 0.262209423284301
intern; 1000; 3; 0.7645623127987329
isbd(s):; 1000; 1; 0.5376246142811297
next; 1000; 1; 0.4108518789071589
present; 1000; 1; 0.16215621524057672
problems:; 1000; 1; 0.5376246142811297
relat; 1000; 2; 0.36238610174843505
revis; 1000; 1; 0.3929932749662196
rule; 1000; 3; 0.9036092366273485
serial; 1000; 5; 1.533795159769436
standard; 1000; 1; 0.26111552468294036
step; 1000; 1; 0.3261146296620346
summarized..; 1000; 1; 0.572783475391572
system,; 1000; 1; 0.29111261168447955
titl; 1000; 1; 0.23313704375667613
vari; 1000; 1; 0.3364231899237444
anglo-american; 1001; 2; 0.9054544274352433
bibliograph; 1001; 2; 0.41873674874115807
catalog; 1001; 5; 1.1972109205912917
complet; 1001; 2; 0.538223357870026
consider; 1001; 1; 0.2538575667374149
current; 1001; 2; 0.41764281380236645
data; 1001; 1; 0.158939075745823
described..; 1001; 1; 0.3048647972309037
descript; 1001; 1; 0.24194767192282038
discussed..; 1001; 1; 0.27280211961539863
distinct; 1001; 1; 0.35140909229074774
find; 1001; 1; 0.23313704375667613
function; 1001; 1; 0.24280135761480173
guidelin; 1001; 1; 0.45272721371762165
import; 1001; 1; 0.21507670373905718
intern; 1001; 2; 0.5097082085324887
isbd(s):; 1001; 1; 0.5376246142811297
latter; 1001; 1; 0.35140909229074774
lists,; 1001; 2; 0.9285328295316104
medium,; 1001; 1; 0.4933735240708219
need; 1001; 1; 0.17831527029145175
primarili; 1001; 1; 0.312719367104707
regardless; 1001; 1; 0.47759654398429313
revis; 1001; 1; 0.3929932749662196
rules,; 1001; 1; 0.47759654398429313
rules..; 1001; 1; 0.4933735240708219
serial; 1001; 3; 0.9202770958616615
serials,; 1001; 1; 0.44255585727018637
serials,includ; 1001; 1; 0.6329300431868594
serv; 1001; 1; 0.270322888306687
standard; 1001; 3; 0.7833465740488211
state; 1001; 1; 0.23944218411825835
suggest; 1001; 1; 0.22126669841824792
system,; 1001; 1; 0.29111261168447955
vari; 1001; 1; 0.3364231899237444
works,; 1001; 1; 0.5376246142811297
(aacr):; 1002; 1; 1.0548834053114322
6; 1002; 1; 0.7375930954503105
6:; 1002; 1; 1.0548834053114322
6b; 1002; 2; 2.1097668106228644
6c,; 1002; 1; 1.0548834053114322
