1; 18; 1; 0.565909017147027
1; 1876; 1; 0.6408702713486026
1; 1971; 1; 0.43136122496691015
1; abroad; 1; 0.6167169050885274
1; appear; 1; 0.3148773895116402
1; attempt; 1; 0.2757798133864285
1; biographi; 1; 0.6720307678514121
1; briefli; 1; 0.4107179201092812
1; classif; 2; 0.5866625214062646
1; continu; 1; 0.3379036103833587
1; countri; 1; 0.37876678504577693
1; ddc; 2; 1.2334338101770548
1; decim; 2; 0.982483187415549
1; describ; 1; 0.20133194425024703
1; detail; 1; 0.29727038231994374
1; dewey; 3; 1.5665449229653912
1; edit; 4; 1.5434905250073216
1; eighteenth; 1; 0.7911625539835742
1; first; 2; 0.48859585375514675
1; full; 1; 0.4138864669617845
1; futur; 1; 0.30350169701850216
1; growth; 1; 0.33944105858889867
1; healthi; 1; 0.7911625539835742
1; histori; 2; 0.7358471441205445
1; howev; 1; 0.28771330156332897
1; librarianship; 1; 0.372123289936769
1; life; 1; 0.4240162534231529
1; long; 1; 0.43926136536343463
1; need; 1; 0.20839407201501553
1; never; 1; 0.49817519031462515
1; present; 1; 0.1877219509003781
1; provid; 1; 0.20913567890625012
1; publish; 1; 0.2807087921539409
1; spite; 1; 0.5803330184572565
1; spur; 1; 0.6720307678514121
1; stori; 1; 0.6408702713486026
1; studi; 1; 0.17545995052595345
1; system; 1; 0.145939967730322
1; told; 1; 0.6408702713486026
1; work; 1; 0.20913567890625012
10; 48; 1; 0.5126962170788821
10; academ; 1; 0.24905765683934106
10; access; 4; 1.0358893862199456
10; acquir; 1; 0.3618826630021579
10; articl; 1; 0.21687977679816345
10; augment; 1; 0.45272721371762165
10; avail; 1; 0.2225693296973819
10; base; 1; 0.1673085431250001
10; bulk; 1; 0.5376246142811297
10; center; 1; 0.25287360198756714
10; collect; 2; 0.37711974323896685
10; commun; 1; 0.1861467550572604
10; comprehens; 1; 0.30869810500146433
10; confin; 1; 0.5126962170788821
10; consider; 1; 0.24366463217303935
10; coverag; 1; 0.3337237689633488
10; deliveri; 1; 0.4334634669496352
10; depend; 1; 0.30301342803662157
10; design; 1; 0.18734274120301322
10; develop; 2; 0.2751071224400062
10; evalu; 1; 0.19454056078275941
10; exclud; 1; 0.425243997513861
10; featur; 1; 0.30869810500146433
10; focus; 1; 0.3782429146088127
10; follow; 1; 0.23944218411825835
10; form; 1; 0.20010716706650125
10; improv; 2; 0.45463308710880307
10; includ; 1; 0.19680687593896717
10; initi; 1; 0.30869810500146433
10; interlibrari; 2; 0.8669269338992704
10; irrespect; 1; 0.5376246142811297
10; journal; 2; 0.42094966694606495
10; languag; 1; 0.22322929992315177
10; librari; 2; 0.22490418869798276
10; literatur; 1; 0.17657732018073136
10; loan; 4; 1.5941606090068006
10; long-rang; 1; 0.4933735240708219
10; made; 1; 0.18046201011363855
10; major; 1; 0.20991949697781662
10; materi; 2; 0.45048999662691047
10; medicin; 1; 0.34508897997352816
10; nation; 2; 0.43498150880544584
10; need; 1; 0.16671525761201245
10; percent; 1; 0.35140909229074774
10; period; 5; 1.1472345190332076
10; photocopi; 2; 0.8669269338992704
10; physic; 1; 0.262209423284301
10; plan; 1; 0.23862491967089233
10; possibl; 1; 0.19365412630423087
10; primarili; 1; 0.3067590319538872
10; purpos; 1; 0.21216673269842792
10; rapid; 1; 0.3067590319538872
10; recommend; 1; 0.30869810500146433
10; request; 1; 0.2679186781606684
10; resourc; 2; 0.540645776613374
10; restrict; 1; 0.3547572889962387
10; satisfi; 2; 0.6728463798474889
10; servic; 2; 0.325417290188994
10; store; 1; 0.3364231899237444
10; studi; 2; 0.28073592084152554
10; subject; 1; 0.1738875190578365
10; system; 2; 0.2335039483685152
10; user; 1; 0.17226020741658327
10; without; 1; 0.270322888306687
10; worthwhil; 1; 0.5126962170788821
100; 2050; 1; 0.7911625539835742
100; anticip; 1; 0.5221816409884638
100; appear; 1; 0.3148773895116402
100; badli; 1; 0.7911625539835742
100; becam; 1; 0.46730792993274406
100; becom; 1; 0.30789260137312785
100; bring; 1; 0.4240162534231529
100; centuri; 1; 0.43136122496691015
100; chapter; 1; 0.36792357206027226
100; choic; 1; 0.417154711204186
100; clan; 1; 0.7911625539835742
100; come; 1; 0.4046572731902888
100; condit; 1; 0.3935078169319297
100; could; 1; 0.3113220710491763
100; cultiv; 1; 0.7159793442394651
100; destruct; 1; 0.5969956799803664
100; discoveri; 1; 0.5055923619611987
100; doubtless; 1; 0.7159793442394651
100; enough; 1; 0.48473289348341886
100; even; 1; 0.31249276527018727
100; field; 1; 0.23468258581526932
100; find; 1; 0.28502496917164327
100; forev; 1; 0.7911625539835742
100; futur; 1; 0.30350169701850216
100; go; 1; 0.4434466112452984
100; great; 1; 0.34100264951924825
100; guess; 1; 0.7159793442394651
100; histori; 1; 0.36792357206027226
100; historian; 3; 1.6977270514410812
100; identifi; 1; 0.31016535277857327
100; inquiri; 1; 0.4138864669617845
100; institut; 1; 0.2868086297583019
100; larg; 1; 0.23935750154597718
100; littl; 1; 0.36792357206027226
100; long; 1; 0.43926136536343463
100; loom; 1; 0.7911625539835742
100; mankind; 1; 0.6408702713486026
100; may; 1; 0.23672922166458368
100; might; 1; 0.35267644055516056
100; note; 1; 0.40175501906901434
100; observ; 2; 0.7575335700915539
100; one; 2; 0.37097441042212587
100; present; 1; 0.1877219509003781
100; present-day; 1; 0.6167169050885274
100; prioriti; 1; 0.5315549968923262
100; process; 1; 0.22467349864892466
100; promis; 1; 0.4912415937077745
100; remain; 1; 0.3989320541866594
100; safe; 1; 0.6167169050885274
100; say; 1; 0.4523533287526973
100; scienc; 4; 0.7856782062405079
100; scientif; 1; 0.2194448132319158
100; scientist; 1; 0.2765833730228099
100; scrambl; 1; 0.7911625539835742
100; seem; 1; 0.3305548236834798
100; sens; 1; 0.3935078169319297
100; social; 2; 0.5468202642216046
100; sociolog; 3; 1.3057104032722253
100; sociologist; 1; 0.541829333687044
100; somewher; 1; 0.7911625539835742
100; strang; 1; 0.6720307678514121
100; suggest; 1; 0.26239937122227075
100; surviv; 1; 0.541829333687044
100; take; 1; 0.34420124825492365
100; time; 1; 0.2278807886322016
100; treat; 1; 0.4205289874046805
100; trevelyan; 1; 0.7911625539835742
100; twentieth; 1; 0.6408702713486026
100; valu; 1; 0.31249276527018727
100; well; 1; 0.27186344300340365
100; work; 1; 0.20913567890625012
100; world; 2; 0.6727791973375324
100; write; 1; 0.4107179201092812
1000; aacr; 2; 0.9867470481416438
1000; agreement; 1; 0.39854015225170014
1000; altern; 1; 0.3148062535455438
1000; anglo-american; 1; 0.45272721371762165
1000; argument; 1; 0.39854015225170014
1000; attempt; 1; 0.2206238507091428
1000; authorship; 1; 0.4933735240708219
1000; bibliograph; 1; 0.20720486580349504
1000; catalog; 2; 0.464768921144588
1000; code; 1; 0.2865022348579669
1000; compar; 1; 0.2206238507091428
1000; concept; 2; 0.4071363313987322
1000; data; 1; 0.15440306243561652
1000; definit; 1; 0.2895464230682171
1000; describ; 1; 0.16106555540019762
1000; descript; 1; 0.2370161715558728
1000; entri; 2; 0.5822252233689591
1000; identifi; 1; 0.24813228222285863
1000; intern; 3; 0.752826623003243
1000; isbd; 1; 0.4642664147658052
1000; next; 1; 0.39854015225170014
1000; present; 1; 0.1501775607203025
