1; 1876,; 1; 1.0548834053114322
1; 1971,; 1; 0.8544936951314701
1; abroad.; 1; 0.9546391256526201
1; appear; 1; 0.42987050951367906
1; attempt; 1; 0.3754083305224254
1; biographi; 1; 0.9546391256526201
1; briefli; 1; 0.6031377716702631
1; classification.; 1; 0.7375930954503105
1; continu; 1; 0.46334098764543336
1; countri; 1; 0.5607053165395739
1; ddc; 1; 0.9546391256526201
1; ddc'; 1; 0.9546391256526201
1; decim; 1; 0.6847531315119314
1; describ; 1; 0.3057245250103019
1; detail; 1; 0.43339438077575443
1; dewey; 2; 1.4448782231654507
1; edit; 3; 1.5847370258217803
1; eighteenth; 1; 1.0548834053114322
1; first; 2; 0.6836809663495328
1; full; 1; 0.5653550045642038
1; futur; 1; 0.44851946489168826
1; growth; 1; 0.4775037247632781
1; healthi; 1; 1.0548834053114322
1; histori; 2; 1.087048765540115
1; however,; 1; 0.3990703068637639
1; in; 1; 0.2623168570955628
1; librarianship; 1; 0.5518486226157127
1; life,; 1; 0.7737773579430086
1; long; 1; 0.5912621483270645
1; needed.; 1; 0.7959942399738218
1; never; 1; 0.6642335870861669
1; present; 1; 0.2702603587342945
1; provid; 1; 0.2844535762838073
1; publish; 1; 0.3990703068637639
1; spite; 1; 0.7737773579430086
1; spur; 1; 0.8960410238018828
1; stori; 1; 0.8960410238018828
1; studi; 1; 0.2597977190325129
1; system,; 1; 0.4878494825101295
1; the; 2; 0.2604516908156559
1; there; 1; 0.45893499767323154
1; told.; 1; 1.0548834053114322
1; work; 1; 0.3019884181236958
10; 48; 1; 0.7159793442394651
10; a; 1; 0.1771620690792593
10; about; 1; 0.6720307678514121
10; academ; 1; 0.3277617791053763
10; access; 3; 1.0230079485577448
10; acquiring,; 1; 0.7159793442394651
10; all; 1; 0.44780566480785056
10; articles.; 1; 0.5969956799803664
10; augment; 1; 0.565909017147027
10; avail; 1; 0.30137921957546887
10; base; 1; 0.2237790843809142
10; bulk; 1; 0.7159793442394651
10; center; 1; 0.3491998447605579
